date,close,high,low,open,volume,ticker
2018-01-02,238.5686798095703,238.60419265004086,237.35262913496783,237.7431891150627,86655700,spy
2018-01-03,240.07772827148438,240.22863756760557,238.73739584066817,238.73739584066817,90070400,spy
2018-01-04,241.08958435058594,241.57779794002124,240.13983921053205,240.72567926483586,80636400,spy
2018-01-05,242.69622802734375,242.82048235722013,241.39140857763462,241.88848007387,83524000,spy
2018-01-08,243.1400146484375,243.29978180556643,242.30563893228202,242.59854538701836,57319200,spy
2018-01-09,243.6903533935547,244.32056415777592,243.28202341032363,243.56607198430274,57254000,spy
2018-01-10,243.31753540039062,243.58384109569772,242.25239388425092,242.92697538463054,69574300,spy
2018-01-11,245.0928497314453,245.0928497314453,243.70814650831375,243.87679869085645,62361500,spy
2018-01-12,246.69058227539062,246.85920735541683,245.05731631955123,245.35913489652344,90816100,spy
2018-01-16,245.84730529785156,248.6167113299936,245.14606880626286,247.95987266780628,106555100,spy
2018-01-17,248.1907196044922,248.58127977144417,245.84738569115356,246.78827325107247,113258800,spy
2018-01-18,247.7734832763672,248.50132055846757,247.27638468826103,248.07527475204103,100728000,spy
2018-01-19,248.9008026123047,248.9008026123047,247.77352013064032,248.3593332016117,140920100,spy
2018-01-22,250.92457580566406,250.92457580566406,248.63447113889364,248.68775395547638,91322400,spy
2018-01-23,251.4571075439453,251.75001398782751,250.6404747349453,250.96889401966072,97084700,spy
2018-01-24,251.35952758789062,252.70874505092237,250.17010441120692,252.10513493349671,134816100,spy
2018-01-25,251.46600341796875,252.3270070917812,250.66714045290968,252.2293806251957,84587300,spy
2018-01-26,254.37747192382812,254.42186976032394,252.05188128390088,252.30930205279654,107743100,spy
2018-01-29,252.69091796875,254.2442730264373,252.53115080688056,253.8004572956695,90118300,spy
2018-01-30,250.0990753173828,252.74420001168627,249.6197466934919,250.8446825721213,131796400,spy
2018-01-31,250.22329711914062,251.46597571548577,249.14038568053374,250.96004638264787,108364800,spy
2018-02-01,249.9392852783203,251.25298975224243,249.14042228389928,249.4866115982223,90102500,spy
2018-02-02,244.4981231689453,248.74100092714096,244.4626103219291,248.60783452292156,173174800,spy
2018-02-05,234.2726287841797,244.85321059887505,233.72230146266418,242.7228999301438,294681800,spy
2018-02-06,238.8882598876953,239.39421632263517,229.63027023305347,230.73092457851212,355026800,spy
2018-02-07,237.59237670898438,241.75534424431336,237.51246602237237,238.32909906281046,167376100,spy
2018-02-08,228.68052673339844,238.03617110767703,228.64501388569758,237.89414680523956,246449500,spy
2018-02-09,232.1156768798828,233.98856666223298,224.49979568429623,231.49432388845167,283565300,spy
2018-02-12,235.52413940429688,237.00649593097702,232.25766197933385,234.18380716848867,143736000,spy
2018-02-13,236.11001586914062,236.66034315093736,233.72228459422163,234.30812472630558,81223600,spy
2018-02-14,239.29656982421875,239.6605019852444,234.6009916635439,234.6098766467085,120735700,spy
2018-02-15,242.34996032714844,242.35884530796721,238.56864251478953,241.0540262803473,111200300,spy
2018-02-16,242.42103576660156,244.38272096455808,241.67542852705128,241.719826356865,160420100,spy
2018-02-20,240.90328979492188,242.91823152401207,240.10442651071293,241.46250222038083,86369700,spy
2018-02-21,239.70494079589844,243.85019294480546,239.60731430681702,241.34706493424588,98883700,spy
2018-02-22,240.01551818847656,242.3677359126548,239.3409367641061,240.63687098581866,110511300,spy
2018-02-23,243.84130859375,243.84130859375,240.77011034697125,241.24943907305106,92766400,spy
2018-02-26,246.6727752685547,246.77042881429247,244.3294423195565,244.9241402233366,86491400,spy
2018-02-27,243.59278869628906,247.5782739036754,243.53064796899707,246.8592672234176,99099200,spy
2018-02-28,241.12510681152344,245.15496166120425,240.8055724537234,244.70226089928886,121907800,spy
2018-03-01,237.61900329589844,242.47434949993828,236.11001865710352,240.91210912926758,176855100,spy
2018-03-02,238.84390258789062,239.41199982281884,235.06261033532212,235.9324719798012,139083200,spy
2018-03-05,241.6044158935547,242.22576876794818,237.5390485257271,237.64558705807474,97307400,spy
2018-03-06,242.21697998046875,242.6696808855544,240.7079950224324,242.58977018246665,79213200,spy
2018-03-07,242.1280975341797,242.48314468431698,239.8380203906871,240.03330038651677,87063500,spy
2018-03-08,243.29978942871094,243.42404374758382,241.80857507206116,242.81157587103792,66901200,spy
2018-03-09,247.5337677001953,247.5337677001953,244.40042989721923,244.71999129170624,113625300,spy
2018-03-12,247.2230987548828,248.45691945808744,246.83253875446997,247.826708720842,71924800,spy
2018-03-13,245.6254425048828,248.90080561024658,245.01297447130295,248.39484904539896,91968900,spy
2018-03-14,244.3649139404297,246.7792724354792,243.8057289118385,246.5928774259488,105895100,spy
2018-03-15,244.0987548828125,245.5278291362524,243.59279823511838,244.87987523257732,83433000,spy
2018-03-16,244.36343383789062,245.4239483160517,244.3099648051147,244.6307790017703,100343700,spy
2018-03-19,241.05709838867188,244.54164188937767,239.39058349634772,243.60590666865005,109208400,spy
2018-03-20,241.467041015625,242.1086965109493,240.78080986833461,241.45812044585998,59757300,spy
2018-03-21,241.0035858154297,243.53455249690617,240.78970973433096,241.42244460548588,78709600,spy
2018-03-22,234.97915649414062,239.61330997745875,234.70286365795002,238.7577785523137,148785900,spy
2018-03-23,229.97068786621094,235.75450730893874,229.7746257292226,235.42477262328933,183534800,spy
2018-03-26,236.2624969482422,236.54768322427546,231.18274899109298,233.6067779436554,141956100,spy
2018-03-27,232.24319458007812,237.74179975275024,230.67469772325717,237.2071096396087,129941400,spy
2018-03-28,231.5570526123047,234.0613125234109,230.4430691203151,232.37695642902858,146452300,spy
2018-03-29,234.51576232910156,236.39618030955063,231.56593668302372,232.70665451114272,111601600,spy
2018-04-02,229.45379638671875,234.49791539738547,226.95847138934363,233.98101198105408,186286300,spy
2018-04-03,232.39471435546875,232.87596272312524,228.89235762814081,230.70146529517342,119956900,spy
2018-04-04,234.88113403320312,235.59407242205498,228.6784830202522,228.81215556855489,123715300,spy
2018-04-05,236.73484802246094,237.62603472238553,235.55847505131413,236.65461728623114,82652600,spy
2018-04-06,231.45895385742188,236.2624348460758,229.92611202272957,234.75635471478364,179521200,spy
2018-04-09,232.5996551513672,236.02180773365023,231.65499972381855,232.92938977460665,105442900,spy
2018-04-10,236.29815673828125,237.09132598488495,234.36429675854586,235.51390806200007,103529000,spy
2018-04-11,235.0593719482422,236.7348070053087,234.72963727789815,234.8009202349232,91140200,spy
2018-04-12,236.9932098388672,237.94678588257003,236.2178819667013,236.39613013823825,68890500,spy
2018-04-13,236.29815673828125,238.42810608394765,235.28221800536116,238.31224745719786,85079200,spy
2018-04-16,238.24087524414062,239.01623034503714,237.11799874721987,237.94679566555163,63405300,spy
2018-04-17,240.78968811035156,241.39568841694765,239.50637734529263,240.0232535604824,64682000,spy
2018-04-18,240.9679718017578,241.7789277215497,240.50453733689588,241.23531691851798,57303900,spy
2018-04-19,239.63111877441406,240.51338458762842,238.58841874319256,240.30840192936097,77655900,spy
2018-04-20,237.59921264648438,239.78263038531097,236.7080261729801,239.5598337669349,99953100,spy
2018-04-23,237.56369018554688,238.74006337981982,236.47644111754275,238.17861130087752,65558000,spy
2018-04-24,234.3642578125,238.820190735567,232.84922973991473,238.59739408941365,112885500,spy
2018-04-25,234.9435272216797,235.3891205207545,232.466029566698,234.3018717831377,103840900,spy
2018-04-26,237.33193969726562,238.16965741265113,235.53175226466112,235.97734563680828,67731900,spy
2018-04-27,237.55467224121094,238.24979662619552,236.61001672307427,237.94679647857186,57053600,spy
2018-04-30,235.727783203125,238.7399983512289,235.65647304278758,238.17854642521624,82182300,spy
2018-05-01,236.14662170410156,236.25355973855682,233.58889346138878,235.15739049167993,74203400,spy
2018-05-02,234.56027221679688,236.77039709089746,234.16814802361438,235.95052083013456,86368900,spy
2018-05-03,234.04342651367188,234.70289591150845,230.8618837432281,233.7226123839754,136311500,spy
2018-05-04,237.0734405517578,237.75967161372552,232.73336632582223,233.06310100382225,91222100,spy
2018-05-07,237.87554931640625,238.85583286045141,237.1536631187148,237.8488148051479,55304900,spy
2018-05-08,237.87554931640625,238.24091190465126,236.2981315615894,237.50123896193134,67499200,spy
2018-05-09,240.1748046875,240.50453939995208,238.027041574909,238.55283844028642,59666100,spy
2018-05-10,242.4206085205078,242.75037046143476,240.8164832586726,240.9234213165468,72063900,spy
2018-05-11,243.16029357910156,243.42763870710849,242.02846907786707,242.5453725878263,59871500,spy
2018-05-14,243.27613830566406,244.2564218502742,242.72357974457643,243.5969524409493,54790600,spy
2018-05-15,241.6007080078125,242.0551947087474,240.64713175814586,242.03738076648708,87036100,spy
2018-05-16,242.61666870117188,243.08010321063836,241.6096233363524,241.63638504746245,53942600,spy
2018-05-17,242.41171264648438,243.49896155175912,241.6274639676815,242.34932304774762,56536400,spy
2018-05-18,241.8056640625,242.42950560213743,241.44919483850367,242.0641158085622,64368000,spy
2018-05-21,243.62367248535156,244.16731044477967,242.9107340958149,243.30285836911693,58025900,spy
2018-05-22,242.94638061523438,244.40793978182185,242.61664590485648,244.14948803712366,52966400,spy
2018-05-23,243.61468505859375,243.6414467577917,241.50257778246296,241.66301199340677,64694200,spy
2018-05-24,243.11572265625,243.49003303960114,241.3155352999763,243.2137673363329,76043800,spy
2018-05-25,242.53646850585938,243.16920348306272,242.02848553125355,242.53646850585938,56374800,spy
2018-05-29,239.74697875976562,241.66305146284282,238.62410228085875,240.89661694224128,115908600,spy
2018-05-30,242.94638061523438,243.39197394209273,240.9947068647043,241.06598983038398,69678400,spy
2018-05-31,241.45806884765625,242.8393970231021,240.85206856403184,242.53639688128987,93519900,spy
2018-06-01,243.8286590576172,244.1316592378182,242.6968346702869,242.7681448284852,71258400,spy
2018-06-04,244.98721313476562,245.2456648873416,244.41686780136865,244.65747841433716,45385200,spy
2018-06-05,245.16537475585938,245.5485783660422,244.3454713324256,245.1207991194442,51135000,spy
2018-06-06,247.2151336669922,247.32207169722864,245.15649499437822,245.78033643322965,62732200,spy
2018-06-07,247.1884765625,247.99945980821147,246.27055525306614,247.70538013297494,72969400,spy
2018-06-08,247.91925048828125,247.97271951889755,246.55573581384155,246.72506347641385,72139700,spy
2018-06-11,248.24887084960938,248.97072962715887,248.02607425908545,248.1419328376538,58892500,spy
2018-06-12,248.5697479248047,248.9351104527198,247.9191719957994,248.6677653842811,72329000,spy
2018-06-13,247.7765655517578,249.0687967722871,247.5715828790902,248.81034508881086,79070600,spy
2018-06-14,248.4004364013672,248.9351265728692,247.8033294473831,248.64996754701983,77097600,spy
2018-06-15,248.0835418701172,248.4237178005291,246.49010776369775,247.60909315637934,120041600,spy
2018-06-18,247.5733184814453,247.69865797904328,246.13207817297157,246.61546027203394,52917600,spy
2018-06-19,246.62437438964844,246.8481714625973,244.86085236205224,245.28159195195525,97531500,spy
2018-06-20,247.04513549804688,247.71652677537398,246.7049595464975,247.3136810813853,53785500,spy
2018-06-21,245.49647521972656,247.0541217214224,244.99517186623342,247.03620046802232,71061400,spy
2018-06-22,245.9440155029297,246.88397957378515,245.7202184363895,246.7676007281478,54898500,spy
2018-06-25,242.59608459472656,244.94147410427263,240.8952319008484,244.78034673010194,137854200,spy
2018-06-26,243.13320922851562,243.9925825645241,242.40810870766697,243.16902441888683,68547400,spy
2018-06-27,241.11903381347656,245.16527609722556,240.9668397444151,243.72403569022364,105110700,spy
2018-06-28,242.49758911132812,243.26743799149307,240.34911518188557,241.06528226469337,76650500,spy
