date,close,high,low,open,volume,ticker
2018-01-02,150.78001403808594,150.81806178895687,148.57286705852923,148.94389432465277,32573300,qqq
2018-01-03,152.24502563476562,152.3782144795351,150.89410606167638,150.92264549152017,29383600,qqq
2018-01-04,152.51145935058594,152.96810491233433,152.29265213590452,152.76832883003846,24776100,qqq
2018-01-05,154.04307556152344,154.14772497187312,152.9490254213635,153.23443422381666,26992300,qqq
2018-01-08,154.64244079589844,154.71855078168846,153.986004870393,154.04308373061167,23159100,qqq
2018-01-09,154.65196228027344,155.1086077174346,154.185808537764,154.9468794275337,24782400,qqq
2018-01-10,154.29043579101562,154.31898973863719,153.28200384725673,153.96697922726202,34004000,qqq
2018-01-11,155.34640502929688,155.35592784863036,154.3189566957827,154.5567949152336,20473500,qqq
2018-01-12,156.48806762695312,156.6497959026536,155.0134675036311,155.21324351388063,37762700,qqq
2018-01-16,156.0408935546875,158.32413451541277,155.57472544708878,157.52500163080813,41231800,qqq
2018-01-17,157.7248077392578,157.96264598964464,156.021892253746,156.7829775582827,33849900,qqq
2018-01-18,157.75341796875,158.11492236710134,157.10649014830557,157.47751737062666,26432200,qqq
2018-01-19,158.248046875,158.50491623718307,157.4869616085464,158.2195074477012,38937600,qqq
2018-01-22,159.94143676757812,159.94143676757812,158.010191640127,158.19095100457193,26081400,qqq
2018-01-23,161.2638702392578,161.4065819243186,160.36008763319538,160.436197628595,37989700,qqq
2018-01-24,160.21737670898438,161.95835459847174,159.2945630541769,161.60634408540858,54287400,qqq
2018-01-25,160.16030883789062,161.37803971031042,159.6465700069184,161.3209608438684,28925000,qqq
2018-01-26,162.6147918701172,162.63382299831082,160.7406394632231,161.0545732376818,32038200,qqq
2018-01-29,161.82516479492188,162.595758467465,161.48267710529205,162.2723019040635,37277800,qqq
2018-01-30,160.49325561523438,161.17823096821581,159.65607480775353,160.35055846523633,44987700,qqq
2018-01-31,161.15921020507812,161.7205195696513,160.15077823626314,161.39704848136452,42449200,qqq
2018-02-01,159.7892608642578,161.4731452708255,159.27552210024092,159.92244970742976,38037900,qqq
2018-02-02,156.60223388671875,159.5419114726565,156.46904503379105,159.1613760404334,68478100,qqq
2018-02-05,150.4279327392578,157.68676082397462,150.3137750237586,155.13714173452715,105372200,qqq
2018-02-06,154.41407775878906,154.60434542425583,147.554831884038,148.23028427391887,118537900,qqq
2018-02-07,152.416259765625,155.59377507752038,152.4067369457401,153.91938462507733,91028300,qqq
2018-02-08,145.98512268066406,152.97757340770625,145.98512268066406,152.8063223100565,94184800,qqq
2018-02-09,148.50619506835938,149.59073680517824,142.82661703392833,148.04953521965106,113836600,qqq
2018-02-12,151.14144897460938,152.16891197365103,148.8486992390715,150.02836768810468,63050600,qqq
2018-02-13,151.9215545654297,152.2259799601661,150.04738809683798,150.27571803026075,31785600,qqq
2018-02-14,154.76608276367188,155.00392098860976,150.31375816075118,151.02727283556487,52107400,qqq
2018-02-15,157.63917541503906,157.63917541503906,154.53777013211865,156.1550671874269,51633900,qqq
2018-02-16,156.93521118164062,158.64763512027386,156.66881896284627,157.12547889521142,62256300,qqq
2018-02-20,157.24916076660156,158.5715411064079,156.31683871463315,156.38344040516535,36785600,qqq
2018-02-21,156.80203247070312,159.56095078713597,156.70689134951704,158.01976333610077,41161800,qqq
2018-02-22,156.78302001953125,158.32420765415637,156.3834533926469,157.4870121407804,37074400,qqq
2018-02-23,159.98904418945312,159.98904418945312,157.4013626753149,158.04829031209738,50096900,qqq
2018-02-26,162.11053466796875,162.11053466796875,160.60740980193273,160.740598632461,39266700,qqq
2018-02-27,160.10324096679688,162.42454534864348,160.02714547708004,162.15816758513643,42209900,qqq
2018-02-28,159.0757293701172,161.53972996800553,158.9710799674485,161.0164829546621,42936300,qqq
2018-03-01,156.478515625,159.89388345280278,155.0705174453291,159.16133768000748,76809900,qqq
2018-03-02,157.9151153564453,158.19100138401788,154.08116330476466,154.5948876209849,57445100,qqq
2018-03-05,159.66555786132812,160.07463263762475,156.583169260388,157.1730179255853,38540200,qqq
2018-03-06,160.34103393554688,160.8833121327514,159.33260204231942,160.4456833499287,29480900,qqq
2018-03-07,160.7120819091797,160.8452852870509,158.83792954430803,159.113815572691,34609400,qqq
2018-03-08,161.5968475341797,161.71100526753256,160.73111267892813,161.37804037308766,25828400,qqq
2018-03-09,164.73626708984375,164.73626708984375,162.51010484939818,162.74794306781737,38310500,qqq
2018-03-12,165.61154174804688,165.99207716388904,164.85045639986694,165.22148351108652,37635000,qqq
2018-03-13,163.3568115234375,166.6865466464742,162.93821392818828,165.99204858322292,55638900,qqq
2018-03-14,163.32830810546875,164.33675467710975,162.61479321552792,164.2130741175741,40536400,qqq
2018-03-15,163.18563842773438,164.13699177460694,162.58628117392462,163.44250789600997,28810400,qqq
2018-03-16,162.70040893554688,163.82299860982087,162.62429894663907,163.4614943081289,31176700,qqq
2018-03-19,159.22903442382812,161.24917064862203,157.83779893124913,161.13482770459186,71395100,qqq
2018-03-20,159.75308227539062,160.12471130521527,158.76207637587348,159.29569605561701,34075700,qqq
2018-03-21,159.05747985839844,160.81080590479192,158.36186949413135,159.3338279820426,43863500,qqq
2018-03-22,155.1315460205078,157.96164965941247,154.93143136702992,156.85628628030204,66607300,qqq
2018-03-23,151.0436248779297,155.60800743356756,150.96739141014763,154.95050649648863,80110400,qqq
2018-03-26,156.65615844726562,156.84674935456093,151.6629907410962,154.10240313801023,57481500,qqq
2018-03-27,151.5867462158203,157.81868166406753,150.25268266240369,157.81868166406753,78889100,qqq
2018-03-28,149.84295654296875,152.25378323384282,148.68994551948575,150.7196194723734,89369700,qqq
2018-03-29,152.5873260498047,154.09290431248485,149.25218819375357,150.6529472564988,68692600,qqq
2018-04-02,148.18492126464844,152.21568370500128,146.6317099429961,151.50101136962542,85549400,qqq
2018-04-03,149.8524627685547,150.48137779881088,147.16530283752687,149.48083380341117,64090000,qqq
2018-04-04,152.2156982421875,152.68260824026206,146.78417634256303,146.95570528025877,65768700,qqq
2018-04-05,153.0828094482422,153.969010710876,151.96792234238364,153.73078659748626,43054900,qqq
2018-04-06,149.2521514892578,152.90174604759545,148.53747926728673,151.39616815517113,59870900,qqq
2018-04-09,150.3003387451172,153.30197100221585,150.04306719682882,150.53856283504354,41810400,qqq
2018-04-10,153.61643981933594,154.11193549391413,151.57724204151543,152.66354338969933,48296800,qqq
2018-04-11,152.73020935058594,154.3691920591083,152.55869500529639,152.65397590599852,41622100,qqq
2018-04-12,154.5693359375,155.1029556106139,153.56879178038864,153.65454896927218,30467900,qqq
2018-04-13,153.7688751220703,155.56984859248894,153.1018506034049,155.34116278040023,44604900,qqq
2018-04-16,154.9409942626953,155.50319977175246,153.87374017459973,154.84569878588465,28180800,qqq
2018-04-17,158.27610778808594,158.61915109521425,156.18926221472597,156.50371979126407,35536100,qqq
2018-04-18,158.60008239746094,159.13370206600553,157.52330479054706,158.2761011044225,29573900,qqq
2018-04-19,157.14215087890625,158.17128074923738,156.59899294454593,157.79965172995492,34705700,qqq
2018-04-20,154.65512084960938,156.85630966580854,154.1119628092235,156.74196672680023,49197100,qqq
2018-04-23,154.264404296875,156.0177302592153,153.4353890457779,155.4078771183993,33040600,qqq
2018-04-24,150.99595642089844,155.23634211319,149.97635038497594,154.99811803452144,70256800,qqq
2018-04-25,151.177001953125,151.80591704139712,149.0996948640405,151.26277367610362,52089300,qqq
2018-04-26,154.3597412109375,154.87429902979395,152.63498597539623,153.13049632914482,43005500,qqq
2018-04-27,154.45497131347656,156.66569790244063,153.57830838545303,156.62757390467507,51043400,qqq
2018-04-30,153.35916137695312,155.7795120315782,152.9779940620205,154.81709182396028,35615300,qqq
2018-05-01,155.112548828125,155.13161083643155,152.59690171359054,152.95900717115413,36513500,qqq
2018-05-02,154.1977081298828,155.86527689155415,154.01665548077975,155.3792904039521,38646800,qqq
2018-05-03,154.1786651611328,154.7503943688217,151.72019030994232,153.41634501083345,60337100,qqq
2018-05-04,157.10403442382812,157.4661397307893,153.39726778272032,153.51162524494524,41543200,qqq
2018-05-07,158.40953063964844,158.9240883885555,157.71390567643357,157.8377868830426,32500200,qqq
2018-05-08,158.24752807617188,158.59055685630062,157.09451691834596,158.07599914606087,26040200,qqq
2018-05-09,159.97222900390625,160.08657190245137,157.9711410391084,158.53334634367928,29122700,qqq
2018-05-10,161.63026428222656,161.7446217244155,160.3629104699552,160.48679164064177,27067600,qqq
2018-05-11,161.47781372070312,161.858966425453,160.77266522286783,161.43968972620192,24688800,qqq
2018-05-14,161.75421142578125,162.7738178525784,161.48740151859215,161.84950690979855,21821700,qqq
2018-05-15,159.9627227783203,160.56305219602223,159.11464551746246,160.4772950049351,49361600,qqq
2018-05-16,161.02041625976562,161.39204524337325,160.0961056651439,160.17233911563315,22941200,qqq
2018-05-17,160.40109252929688,161.62079906052742,159.6197103083264,160.4582640010657,27480200,qqq
2018-05-18,159.57205200195312,160.33435755899671,159.3338278803654,159.78167585210758,26217900,qqq
2018-05-21,160.4677734375,161.51596546004436,159.7816867572978,160.8108167776011,22954600,qqq
2018-05-22,160.25811767578125,161.46830023618338,159.9722603733638,161.2014903938965,19477700,qqq
2018-05-23,161.61123657226562,161.63028403158825,159.01935717995238,159.03840463927497,26557800,qqq
2018-05-24,161.56358337402344,161.84945519468238,159.93412417429883,161.56358337402344,27696500,qqq
2018-05-25,161.7255859375,162.30685335101512,161.2396139845792,161.54453328639838,27460500,qqq
2018-05-29,161.01087951660156,161.91612804041952,160.04845954454876,160.99181752050902,41220500,qqq
2018-05-30,162.16390991210938,162.44978175340916,161.24913746800502,161.59218076955563,22665800,qqq
2018-05-31,162.05908203125,163.13584497173116,161.63980532945115,162.16388666665597,35670900,qqq
2018-06-01,164.60336303710938,164.6986439725703,162.82143651741725,162.86908425517177,45543300,qqq
2018-06-04,166.08987426757812,166.12798373257553,164.91781556327646,165.0226202270312,20459600,qqq
2018-06-05,166.60438537597656,166.88073344502544,165.8706656948051,166.4805187443746,24779300,qqq
2018-06-06,167.57635498046875,167.60494070815548,165.93737207288868,166.7759255251514,25036600,qqq
2018-06-07,166.2136688232422,167.64301305132045,165.3751300966644,167.60490360285658,39600300,qqq
2018-06-08,166.22323608398438,166.64251279042657,165.02257741734647,165.43233039502186,31780300,qqq
2018-06-11,166.67111206054688,167.08085053147389,166.07078267844486,166.09936840711208,22319700,qqq
2018-06-12,167.5478057861328,167.70979645836073,166.71879042236415,166.89982855717338,22511800,qqq
2018-06-13,167.5382843017578,168.7961002312397,167.1666406757211,167.8050941819524,37858600,qqq
2018-06-14,169.234375,169.5107085070173,168.18618333881193,168.31006450060028,35916000,qqq
2018-06-15,168.6436767578125,168.97719646404767,167.81466116923875,168.59602900834295,49615700,qqq
2018-06-18,168.54617309570312,168.68940764097312,167.05647554023787,167.58169315816838,31633200,qqq
2018-06-19,168.06875610351562,168.10694713677037,165.88195881325572,166.41672070583445,38236000,qqq
2018-06-20,169.26243591308594,169.9595352363548,168.68946838336083,168.84226166744347,33038000,qqq
2018-06-21,167.7918243408203,169.86403387739213,167.46713500086244,169.69213780668878,43469400,qqq
2018-06-22,167.41943359375,168.42210501877506,166.8178190817981,168.35526705698658,30073200,qqq
2018-06-25,163.64735412597656,166.14929599460984,162.1576565115705,165.90100334476557,77799700,qqq
2018-06-26,164.3158416748047,165.26121897292182,163.64737482942212,164.24898916179973,39008100,qqq
2018-06-27,162.08128356933594,165.75779300617876,161.96669591184832,165.01294409017518,52843500,qqq
2018-06-28,163.47547912597656,164.02934369676575,161.5465045271819,161.88073792079854,46407700,qqq
2018-06-29,163.9147491455078,165.12752187569328,163.67601515923639,164.25852666858535,36408500,qqq
2018-07-02,165.012939453125,165.06068916612537,162.02398518753495,162.37730683563774,31770000,qqq
2018-07-03,163.1030731201172,165.63364771346292,162.94073574725795,165.63364771346292,25512700,qqq
